form_name,packet,question,var_name,missingness,missingness,conformity,response_labels,data_type,branching_logic
a3,I,3j5. Child 10 — Method of evaluation,KID10MEVAL,10,Conditional (e.g. skip pattern),Integers 1-4,"1, Participant /family report|2, Medical records|3, Exam (co-enrolled family members)|4, Autopsy (if autopsy report available)",Integer,[kids]>0 or [kid10etpr]='00' or [kid10etpr]='99'
a3,I,3j6. Child 10 — Age of onset of primary dx,KID10AGO,8,Conditional (e.g. skip pattern),"0-110, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|999, 999 = Uknown",Integer,[kids]>0 or [kid10etpr]='00' or [kid10etpr]='99'
a3,I,3k1. Child 11 — Birth year,KID11YOB,8,Conditional (e.g. skip pattern),"1910 to current year, 9999","1910 to current year, 9999 = Unknown",Integer,[kids]>0
a3,I,3k2. Child 11 — Age at death,KID11AGD,8,Conditional (e.g. skip pattern),"0-110, 888, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|888, 888 = NA|999, 999 = Uknown",Integer,[kids]>0
a3,I,3k3. Child 11 — Primary dx,KID11ETPR,9,Conditional (e.g. skip pattern),"00-12, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0
a3,I,3k4. Child 11 — Secondary dx,KID11ETSEC,10,Conditional (e.g. skip pattern),"00-12, 88, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|88, No secondary diagnosis|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0 or [kid11etpr]='00' or [kid11etpr]='99'
a3,I,3k5. Child 11 — Method of evaluation,KID11MEVAL,10,Conditional (e.g. skip pattern),Integers 1-4,"1, Participant /family report|2, Medical records|3, Exam (co-enrolled family members)|4, Autopsy (if autopsy report available)",Integer,[kids]>0 or [kid11etpr]='00' or [kid11etpr]='99'
a3,I,3k6. Child 11 — Age of onset of primary dx,KID11AGO,8,Conditional (e.g. skip pattern),"0-110, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|999, 999 = Uknown",Integer,[kids]>0 or [kid11etpr]='00' or [kid11etpr]='99'
a3,I,3l1. Child 12 — Birth year,KID12YOB,8,Conditional (e.g. skip pattern),"1910 to current year, 9999","1910 to current year, 9999 = Unknown",Integer,[kids]>0
a3,I,3l2. Child 12 — Age at death,KID12AGD,8,Conditional (e.g. skip pattern),"0-110, 888, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|888, 888 = NA|999, 999 = Uknown",Integer,[kids]>0
a3,I,3l3. Child 12 — Primary dx,KID12ETPR,9,Conditional (e.g. skip pattern),"00-12, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0
a3,I,3l4. Child 12 — Secondary dx,KID12ETSEC,10,Conditional (e.g. skip pattern),"00-12, 88, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|88, No secondary diagnosis|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0 or [kid12etpr]='00' or [kid12etpr]='99'
a3,I,3l5. Child 12 — Method of evaluation,KID12MEVAL,10,Conditional (e.g. skip pattern),Integers 1-4,"1, Participant /family report|2, Medical records|3, Exam (co-enrolled family members)|4, Autopsy (if autopsy report available)",Integer,[kids]>0 or [kid12etpr]='00' or [kid12etpr]='99'
a3,I,3l6. Child 12 — Age of onset of primary dx,KID12AGO,8,Conditional (e.g. skip pattern),"0-110, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|999, 999 = Uknown",Integer,[kids]>0 or [kid12etpr]='00' or [kid12etpr]='99'
a3,I,3m1. Child 13 — Birth year,KID13YOB,8,Conditional (e.g. skip pattern),"1910 to current year, 9999","1910 to current year, 9999 = Unknown",Integer,[kids]>0
a3,I,3m2. Child 13 — Age at death,KID13AGD,8,Conditional (e.g. skip pattern),"0-110, 888, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|888, 888 = NA|999, 999 = Uknown",Integer,[kids]>0
a3,I,3m3. Child 13 — Primary dx,KID13ETPR,9,Conditional (e.g. skip pattern),"00-12, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0
a3,I,3m4. Child 13 — Secondary dx,KID13ETSEC,10,Conditional (e.g. skip pattern),"00-12, 88, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|88, No secondary diagnosis|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0 or [kid13etpr]='00' or [kid13etpr]='99'
a3,I,3m5. Child 13 — Method of evaluation,KID13MEVAL,10,Conditional (e.g. skip pattern),Integers 1-4,"1, Participant /family report|2, Medical records|3, Exam (co-enrolled family members)|4, Autopsy (if autopsy report available)",Integer,[kids]>0 or [kid13etpr]='00' or [kid13etpr]='99'
a3,I,3m6. Child 13 — Age of onset of primary dx,KID13AGO,8,Conditional (e.g. skip pattern),"0-110, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|999, 999 = Uknown",Integer,[kids]>0 or [kid13etpr]='00' or [kid13etpr]='99'
a3,I,3n1. Child 14 — Birth year,KID14YOB,8,Conditional (e.g. skip pattern),"1910 to current year, 9999","1910 to current year, 9999 = Unknown",Integer,[kids]>0
a3,I,3n2. Child 14 — Age at death,KID14AGD,8,Conditional (e.g. skip pattern),"0-110, 888, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|888, 888 = NA|999, 999 = Uknown",Integer,[kids]>0
a3,I,3n3. Child 14 — Primary dx,KID14ETPR,9,Conditional (e.g. skip pattern),"00-12, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0
a3,I,3n4. Child 14 — Secondary dx,KID14ETSEC,10,Conditional (e.g. skip pattern),"00-12, 88, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|88, No secondary diagnosis|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0 or [kid14etpr]='00' or [kid14etpr]='99'
a3,I,3n5. Child 14 — Method of evaluation,KID14MEVAL,10,Conditional (e.g. skip pattern),Integers 1-4,"1, Participant /family report|2, Medical records|3, Exam (co-enrolled family members)|4, Autopsy (if autopsy report available)",Integer,[kids]>0 or [kid14etpr]='00' or [kid14etpr]='99'
a3,I,3n6. Child 14 — Age of onset of primary dx,KID14AGO,8,Conditional (e.g. skip pattern),"0-110, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|999, 999 = Uknown",Integer,[kids]>0 or [kid14etpr]='00' or [kid14etpr]='99'
a3,I,3o1. Child 15 — Birth year,KID15YOB,8,Conditional (e.g. skip pattern),"1910 to current year, 9999","1910 to current year, 9999 = Unknown",Integer,[kids]>0
a3,I,3o2. Child 15 — Age at death,KID15AGD,8,Conditional (e.g. skip pattern),"0-110, 888, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|888, 888 = NA|999, 999 = Uknown",Integer,[kids]>0
a3,I,3o3. Child 15 — Primary dx,KID15ETPR,9,Conditional (e.g. skip pattern),"00-12, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0
a3,I,3o4. Child 15 — Secondary dx,KID15ETSEC,10,Conditional (e.g. skip pattern),"00-12, 88, 99","00, No known neurological/psychiatric diagnosis|01, Alzheimer's Disease|02, Lewy Body dementia (includes DLB and PDD)|03, Vascular dementia|04, Stroke|05, FTLD* without motor neuron disease|06, FTLD* with motor neuron disease|07, Motor Neuron Disease|08, Parkinson's Disease|09, Prion pathology|10, Psychiatric condition|11, Dementia of unknown etiology|12, Other|88, No secondary diagnosis|99, Specific diagnosis unknown (acceptable if method of evaluation is not by exam or autopsy)",Integer,[kids]>0 or [kid15etpr]='00' or [kid15etpr]='99'
a3,I,3o5. Child 15 — Method of evaluation,KID15MEVAL,10,Conditional (e.g. skip pattern),Integers 1-4,"1, Participant /family report|2, Medical records|3, Exam (co-enrolled family members)|4, Autopsy (if autopsy report available)",Integer,[kids]>0 or [kid15etpr]='00' or [kid15etpr]='99'
a3,I,3o6. Child 15 — Age of onset of primary dx,KID15AGO,8,Conditional (e.g. skip pattern),"0-110, 999","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|37, 37|38, 38|39, 39|40, 40|41, 41|42, 42|43, 43|44, 44|45, 45|46, 46|47, 47|48, 48|49, 49|50, 50|51, 51|52, 52|53, 53|54, 54|55, 55|56, 56|57, 57|58, 58|59, 59|60, 60|61, 61|62, 62|63, 63|64, 64|65, 65|66, 66|67, 67|68, 68|69, 69|70, 70|71, 71|72, 72|73, 73|74, 74|75, 75|76, 76|77, 77|78, 78|79, 79|80, 80|81, 81|82, 82|83, 83|84, 84|85, 85|86, 86|87, 87|88, 88|89, 89|90, 90|91, 91|92, 92|93, 93|94, 94|95, 95|96, 96|97, 97|98, 98|99, 99|100, 100|101, 101|102, 102|103, 103|104, 104|105, 105|106, 106|107, 107|108, 108|109, 109|110, 110|999, 999 = Uknown",Integer,[kids]>0 or [kid15etpr]='00' or [kid15etpr]='99'
