Conformity_missingness checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form,Packet,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
A3,I,3j5,SIB10MEVAL,SIB10MEVAL conditionally present,if SIBS is (>9 and <77) and SIB10NPSYC is in (1-5) then SIB10MEVAL must be present,if Q3. SIBS (How many siblings?) is (>9 and <77) and 3j3. SIB10NPSYC (Sibling 10 neurological/psychological condition) is in (1-5) then Q3j5. SIB10MEVAL (Sibling 10 method of evaluation) must be present,IF SIBS is (>9 and <77) and SIB10NPSYC in (1-5) and SIB10MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3j5,SIB10MEVAL,SIB10MEVAL conditionally blank,"If SIBS is <10, 888 (N/A) or 999 (Unknown) or SIB10NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB10MEVAL must be blank","If Q3. SIBS (How many siblings?) is <10, 888 (N/A) or 999 (Unknown) or 3j3. SIB10NPSYC (Sibling 10 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3j5. SIB10MEVAL (Sibling 10 neurological/psychological condition) must be blank",IF ((SIBS is <10 or =888 or =999) or (SIB10NPSYC= 0 or 9)) and SIB10MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3j5,SIB10MEVAL,SIB10MEVAL conforms,SIB10MEVAL must be an integer between 1 and 4,Q3j5. SIB10MEVAL (Sibling 10 method of evaluation) must be an integer between 1 and 4,IF SIB10MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3j6,SIB10AGO ,SIB10AGO  conditionally present,if SIBS is (>9 and <77) and SIB10NPSYC is in (1-5) then SIB10AGO  must be present,if Q3. SIBS (How many siblings?) is (>9 and <77) and 3j3. SIB10NPSYC (Sibling 10 neurological/psychological condition) is in (1-5) then Q3j6. SIB10AGO (Sibling 10 age of onset) must be present,IF SIBS is (>9 and <77) and SIB10NPSYC in (1-5) and SIB10AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3j6,SIB10AGO ,SIB10AGO  conditionally blank,"If SIBS is <10, 888 (N/A) or 999 (Unknown) or SIB10NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB10AGO must be blank","If Q3. SIBS (How many siblings?) is <10, 888 (N/A) or 999 (Unknown) or 3j3. SIB10NPSYC (Sibling 10 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3j6. SIB10AGO (Sibling 10 age of onset) must be blank",IF ((SIBS is <10 or =888 or =999) or (SIB10NPSYC= 0 or 9)) and SIB10AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3j6,SIB10AGO ,SIB10AGO conforms,"SIB10AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3j6. SIB10AGO (Sibling 10 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB10AGO  <0 or (SIB10AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3j6,SIB10AGO ,SIB10AGO cannot be > than SIB10AGD,SIB10AGO must be <= SIB10AGD,Q3j6. SIB10AGO (Sibling 10 age of onset) must be <= Q3j2. SIB10AGD (Sibling 10 death age),If SIB10AGO > SIB10AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k1,SIB11YOB,SIB11YOB conditionally present,if SIBS is (>10 and <77) then SIB11YOB must be present,if Q3. SIBS (How many siblings?) is (>10 and <77) then Q3k1. SIB11YOB (Sibling 11 birth year) must be present,IF SIBS is (>10 and <77) and SIB11YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k1,SIB11YOB,SIB11YOB conditionally blank,"If SIBS is <11, 888 (N/A) or 999 (Unknown) then SIB11YOB must be blank","If Q3. SIBS (How many siblings?) is <11, 888 (N/A) or 999 (Unknown) then Q3k1. SIB11YOB (Sibling 11 birth year) must be blank",IF (SIBS is <11 or =888 or =999) and SIB11YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k1,SIB11YOB,SIB11YOB conforms,"SIB11YOB must be a year between 1875 and the current year, or =9999 (Unknown)","3k1. SIB11YOB (Sibling 11 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  SIB11YOB<1875 or (SIB11YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k2,SIB11AGD,SIB11AGD conditionally present,if SIBS is (>10 and <77) then SIB11AGD must be present,if Q3. SIBS (How many siblings?) is (>10 and <77) then Q3k2. SIB11AGD (Sibling 11 death age) must be present,IF SIBS is (>10 and <77) and SIB11AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k2,SIB11AGD,SIB11AGD conditionally blank,"If SIBS is <11, 888 (N/A) or 999 (Unknown) then SIB11AGD must be blank","If Q3. SIBS (How many siblings?) is <11, 888 (N/A) or 999 (Unknown) then Q3k2. SIB11AGD (Sibling 11 death age) must be blank",IF (SIBS is <11 or =888 or =999) and SIB11AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k2,SIB11AGD,SIB11AGD conforms,"SIB11AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3k2. SIB11AGD (Sibling 11 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB11AGD <0 or (SIB11AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k3,SIB11NPSYC,SIB11NPSYC conditionally present,if SIBS is (>10 and <77) then SIB11NPSYC must be present,if Q3. SIBS (How many siblings?) is (>10 and <77) then Q3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) must be present,IF SIBS is (>10 and <77) and SIB11NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k3,SIB11NPSYC,SIB11NPSYC conditionally blank,"If SIBS is <11, 888 (N/A) or 999 (Unknown) then SIB11NPSYC must be blank","If Q3. SIBS (How many siblings?) is <11, 888 (N/A) or 999 (Unknown) then Q3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) must be blank",IF (SIBS is <11 or =888 or =999) and SIB11NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k3,SIB11NPSYC,SIB11NPSYC conforms,"SIB11NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF SIB11NPSYC <0 or (SIB11NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k4,SIB11ETPR,SIB11ETPR conditionally present,if SIBS is (>10 and <77) and SIB11NPSYC is in (1-5) then SIB11ETPR must be present,If Q3. SIBS (How many siblings?) is (>10 and <77) and 3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) is in (1-5) then Q3k4. SIB11ETPR (Sibling 11 primary dx) must be present,IF SIBS is (>10 and <77) and SIB11NPSYC is in (1-5) and SIB11ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k4,SIB11ETPR,SIB11ETPR conditionally blank,"If SIBS is <11, 888 (N/A) or 999 (Unknown) or SIB11NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB11ETPR must be blank","If Q3. SIBS (How many siblings?) is <11, 888 (N/A) or 999 (Unknown) or 3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3k4. SIB11ETPRC (Sibling 11 neurological/psychological condition) must be blank",IF ((SIBS is <11 or =888 or =999) or (SIB11NPSYC= 0 or 9)) and SIB11ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k4,SIB11ETPR,SIB11ETPR conforms,"SIB11ETPR must be a code between 01 and 09, or =99 (Unknown)","3k4. SIB11ETPR (Sibling 11 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF SIB11ETPR <01 or (SIB11ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k5,SIB11MEVAL,SIB11MEVAL conditionally present,if SIBS is (>10 and <77) and SIB11NPSYC is in (1-5) then SIB11MEVAL must be present,if Q3. SIBS (How many siblings?) is (>10 and <77) and 3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) is in (1-5) then Q3k5. SIB11MEVAL (Sibling 11 method of evaluation) must be present,IF SIBS is (>10 and <77) and SIB11NPSYC in (1-5) and SIB11MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k5,SIB11MEVAL,SIB11MEVAL conditionally blank,"If SIBS is <11, 888 (N/A) or 999 (Unknown) or SIB11NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB11MEVAL must be blank","If Q3. SIBS (How many siblings?) is <11, 888 (N/A) or 999 (Unknown) or 3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3k5. SIB11MEVAL (Sibling 11 neurological/psychological condition) must be blank",IF ((SIBS is <11 or =888 or =999) or (SIB11NPSYC= 0 or 9)) and SIB11MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k5,SIB11MEVAL,SIB11MEVAL conforms,SIB11MEVAL must be an integer between 1 and 4,Q3k5. SIB11MEVAL (Sibling 11 method of evaluation) must be an integer between 1 and 4,IF SIB11MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k6,SIB11AGO ,SIB11AGO  conditionally present,if SIBS is (>10 and <77) and SIB11NPSYC is in (1-5) then SIB11AGO  must be present,if Q3. SIBS (How many siblings?) is (>10 and <77) and 3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) is in (1-5) then Q3k6. SIB11AGO (Sibling 11 age of onset) must be present,IF SIBS is (>10 and <77) and SIB11NPSYC in (1-5) and SIB11AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k6,SIB11AGO ,SIB11AGO  conditionally blank,"If SIBS is <11, 888 (N/A) or 999 (Unknown) or SIB11NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB11AGO must be blank","If Q3. SIBS (How many siblings?) is <11, 888 (N/A) or 999 (Unknown) or 3k3. SIB11NPSYC (Sibling 11 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3k6. SIB11AGO (Sibling 11 age of onset) must be blank",IF ((SIBS is <11 or =888 or =999) or (SIB11NPSYC= 0 or 9)) and SIB11AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k6,SIB11AGO ,SIB11AGO conforms,"SIB11AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3k6. SIB11AGO (Sibling 11 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB11AGO  <0 or (SIB11AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3k6,SIB11AGO ,SIB11AGO cannot be > than SIB11AGD,SIB11AGO must be <= SIB11AGD,Q3k6. SIB11AGO (Sibling 11 age of onset) must be <= Q3k2. SIB11AGD (Sibling 11 death age),If SIB11AGO > SIB11AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l1,SIB12YOB,SIB12YOB conditionally present,if SIBS is (>11 and <77) then SIB12YOB must be present,if Q3. SIBS (How many siblings?) is (>11 and <77) then Q3l1. SIB12YOB (Sibling 12 birth year) must be present,IF SIBS is (>11 and <77) and SIB12YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l1,SIB12YOB,SIB12YOB conditionally blank,"If SIBS is <12, 888 (N/A) or 999 (Unknown) then SIB12YOB must be blank","If Q3. SIBS (How many siblings?) is <12, 888 (N/A) or 999 (Unknown) then Q3l1. SIB12YOB (Sibling 12 birth year) must be blank",IF (SIBS is <12 or =888 or =999) and SIB12YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l1,SIB12YOB,SIB12YOB conforms,"SIB12YOB must be a year between 1875 and the current year, or =9999 (Unknown)","3l1. SIB12YOB (Sibling 12 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  SIB12YOB<1875 or (SIB12YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l2,SIB12AGD,SIB12AGD conditionally present,if SIBS is (>11 and <77) then SIB12AGD must be present,if Q3. SIBS (How many siblings?) is (>11 and <77) then Q3l2. SIB12AGD (Sibling 12 death age) must be present,IF SIBS is (>11 and <77) and SIB12AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l2,SIB12AGD,SIB12AGD conditionally blank,"If SIBS is <12, 888 (N/A) or 999 (Unknown) then SIB12AGD must be blank","If Q3. SIBS (How many siblings?) is <12, 888 (N/A) or 999 (Unknown) then Q3l2. SIB12AGD (Sibling 12 death age) must be blank",IF (SIBS is <12 or =888 or =999) and SIB12AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l2,SIB12AGD,SIB12AGD conforms,"SIB12AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3l2. SIB12AGD (Sibling 12 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB12AGD <0 or (SIB12AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l3,SIB12NPSYC,SIB12NPSYC conditionally present,if SIBS is (>11 and <77) then SIB12NPSYC must be present,if Q3. SIBS (How many siblings?) is (>11 and <77) then Q3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) must be present,IF SIBS is (>11 and <77) and SIB12NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l3,SIB12NPSYC,SIB12NPSYC conditionally blank,"If SIBS is <12, 888 (N/A) or 999 (Unknown) then SIB12NPSYC must be blank","If Q3. SIBS (How many siblings?) is <12, 888 (N/A) or 999 (Unknown) then Q3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) must be blank",IF (SIBS is <12 or =888 or =999) and SIB12NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l3,SIB12NPSYC,SIB12NPSYC conforms,"SIB12NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF SIB12NPSYC <0 or (SIB12NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l4,SIB12ETPR,SIB12ETPR conditionally present,if SIBS is (>11 and <77) and SIB12NPSYC is in (1-5) then SIB12ETPR must be present,If Q3. SIBS (How many siblings?) is (>11 and <77) and 3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) is in (1-5) then Q3l4. SIB12ETPR (Sibling 12 primary dx) must be present,IF SIBS is (>11 and <77) and SIB12NPSYC is in (1-5) and SIB12ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l4,SIB12ETPR,SIB12ETPR conditionally blank,"If SIBS is <12, 888 (N/A) or 999 (Unknown) or SIB12NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB12ETPR must be blank","If Q3. SIBS (How many siblings?) is <12, 888 (N/A) or 999 (Unknown) or 3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3l4. SIB12ETPRC (Sibling 12 neurological/psychological condition) must be blank",IF ((SIBS is <12 or =888 or =999) or (SIB12NPSYC= 0 or 9)) and SIB12ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l4,SIB12ETPR,SIB12ETPR conforms,"SIB12ETPR must be a code between 01 and 09, or =99 (Unknown)","3l4. SIB12ETPR (Sibling 12 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF SIB12ETPR <01 or (SIB12ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l5,SIB12MEVAL,SIB12MEVAL conditionally present,if SIBS is (>11 and <77) and SIB12NPSYC is in (1-5) then SIB12MEVAL must be present,if Q3. SIBS (How many siblings?) is (>11 and <77) and 3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) is in (1-5) then Q3l5. SIB12MEVAL (Sibling 12 method of evaluation) must be present,IF SIBS is (>11 and <77) and SIB12NPSYC in (1-5) and SIB12MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l5,SIB12MEVAL,SIB12MEVAL conditionally blank,"If SIBS is <12, 888 (N/A) or 999 (Unknown) or SIB12NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB12MEVAL must be blank","If Q3. SIBS (How many siblings?) is <12, 888 (N/A) or 999 (Unknown) or 3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3l5. SIB12MEVAL (Sibling 12 neurological/psychological condition) must be blank",IF ((SIBS is <12 or =888 or =999) or (SIB12NPSYC= 0 or 9)) and SIB12MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l5,SIB12MEVAL,SIB12MEVAL conforms,SIB12MEVAL must be an integer between 1 and 4,Q3l5. SIB12MEVAL (Sibling 12 method of evaluation) must be an integer between 1 and 4,IF SIB12MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l6,SIB12AGO ,SIB12AGO  conditionally present,if SIBS is (>11 and <77) and SIB12NPSYC is in (1-5) then SIB12AGO  must be present,if Q3. SIBS (How many siblings?) is (>11 and <77) and 3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) is in (1-5) then Q3l6. SIB12AGO (Sibling 12 age of onset) must be present,IF SIBS is (>11 and <77) and SIB12NPSYC in (1-5) and SIB12AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l6,SIB12AGO ,SIB12AGO  conditionally blank,"If SIBS is <12, 888 (N/A) or 999 (Unknown) or SIB12NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB12AGO must be blank","If Q3. SIBS (How many siblings?) is <12, 888 (N/A) or 999 (Unknown) or 3l3. SIB12NPSYC (Sibling 12 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3l6. SIB12AGO (Sibling 12 age of onset) must be blank",IF ((SIBS is <12 or =888 or =999) or (SIB12NPSYC= 0 or 9)) and SIB12AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l6,SIB12AGO ,SIB12AGO conforms,"SIB12AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3l6. SIB12AGO (Sibling 12 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB12AGO  <0 or (SIB12AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3l6,SIB12AGO ,SIB12AGO cannot be > than SIB12AGD,SIB12AGO must be <= SIB12AGD,Q3l6. SIB12AGO (Sibling 12 age of onset) must be <= Q3l2. SIB12AGD (Sibling 12 death age),If SIB12AGO > SIB12AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m1,SIB13YOB,SIB13YOB conditionally present,if SIBS is (>12 and <77) then SIB13YOB must be present,if Q3. SIBS (How many siblings?) is (>12 and <77) then Q3m1. SIB13YOB (Sibling 13 birth year) must be present,IF SIBS is (>12 and <77) and SIB13YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m1,SIB13YOB,SIB13YOB conditionally blank,"If SIBS is <13, 888 (N/A) or 999 (Unknown) then SIB13YOB must be blank","If Q3. SIBS (How many siblings?) is <13, 888 (N/A) or 999 (Unknown) then Q3m1. SIB13YOB (Sibling 13 birth year) must be blank",IF (SIBS is <13 or =888 or =999) and SIB13YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m1,SIB13YOB,SIB13YOB conforms,"SIB13YOB must be a year between 1875 and the current year, or =9999 (Unknown)","3m1. SIB13YOB (Sibling 13 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  SIB13YOB<1875 or (SIB13YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m2,SIB13AGD,SIB13AGD conditionally present,if SIBS is (>12 and <77) then SIB13AGD must be present,if Q3. SIBS (How many siblings?) is (>12 and <77) then Q3m2. SIB13AGD (Sibling 13 death age) must be present,IF SIBS is (>12 and <77) and SIB13AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m2,SIB13AGD,SIB13AGD conditionally blank,"If SIBS is <13, 888 (N/A) or 999 (Unknown) then SIB13AGD must be blank","If Q3. SIBS (How many siblings?) is <13, 888 (N/A) or 999 (Unknown) then Q3m2. SIB13AGD (Sibling 13 death age) must be blank",IF (SIBS is <13 or =888 or =999) and SIB13AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m2,SIB13AGD,SIB13AGD conforms,"SIB13AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q3m2. SIB13AGD (Sibling 13 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF SIB13AGD <0 or (SIB13AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m3,SIB13NPSYC,SIB13NPSYC conditionally present,if SIBS is (>12 and <77) then SIB13NPSYC must be present,if Q3. SIBS (How many siblings?) is (>12 and <77) then Q3m3. SIB13NPSYC (Sibling 13 neurological/psychological condition) must be present,IF SIBS is (>12 and <77) and SIB13NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m3,SIB13NPSYC,SIB13NPSYC conditionally blank,"If SIBS is <13, 888 (N/A) or 999 (Unknown) then SIB13NPSYC must be blank","If Q3. SIBS (How many siblings?) is <13, 888 (N/A) or 999 (Unknown) then Q3m3. SIB13NPSYC (Sibling 13neurological/psychological condition) must be blank",IF (SIBS is <13 or =888 or =999) and SIB13NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m3,SIB13NPSYC,SIB13NPSYC conforms,"SIB13NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q3m3. SIB13NPSYC (Sibling 13 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF SIB13NPSYC <0 or (SIB13NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m4,SIB13ETPR,SIB13ETPR conditionally present,if SIBS is (>12 and <77) and SIB13NPSYC is in (1-5) then SIB13ETPR must be present,If Q3. SIBS (How many siblings?) is (>12 and <77) and 3m3. SIB13NPSYC (Sibling 13 neurological/psychological condition) is in (1-5) then Q3m4. SIB13ETPR (Sibling 13 primary dx) must be present,IF SIBS is (>12 and <77) and SIB13NPSYC is in (1-5) and SIB13ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m4,SIB13ETPR,SIB13ETPR conditionally blank,"If SIBS is <13, 888 (N/A) or 999 (Unknown) or SIB13NPSYC is 0 (No neurological illness) or 9 (Unknown) then SIB13ETPR must be blank","If Q3. SIBS (How many siblings?) is <13, 888 (N/A) or 999 (Unknown) or 3m3. SIB13NPSYC (Sibling 13 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q3m4. SIB13ETPRC (Sibling 13 neurological/psychological condition) must be blank",IF ((SIBS is <13 or =888 or =999) or (SIB13NPSYC= 0 or 9)) and SIB13ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m4,SIB13ETPR,SIB13ETPR conforms,"SIB13ETPR must be a code between 01 and 09, or =99 (Unknown)","3m4. SIB13ETPR (Sibling 13 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF SIB13ETPR <01 or (SIB13ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,3m5,SIB13MEVAL,SIB13MEVAL conditionally present,if SIBS is (>12 and <77) and SIB13NPSYC is in (1-5) then SIB13MEVAL must be present,if Q3. SIBS (How many siblings?) is (>12 and <77) and 3m3. SIB13NPSYC (Sibling 13 neurological/psychological condition) is in (1-5) then Q3m5. SIB13MEVAL (Sibling 13 method of evaluation) must be present,IF SIBS is (>12 and <77) and SIB13NPSYC in (1-5) and SIB13MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
